event,layer,n1_distance_mm,passes_0p5
3517.0,1304,0.7001858546036475,False
3517.0,1302,1.0974358213510158,False
3517.0,1302,0.03152633689437614,True
3532.0,1304,0.0020067470484519106,True
3532.0,1304,0.4215855614927233,True
3532.0,1302,0.9060113728548063,False
3532.0,1302,0.6052543707616148,False
3536.0,1304,1.4699604783966567,False
3536.0,1304,0.6982322490820084,False
3536.0,1302,0.16700908915917193,True
3536.0,1302,0.09195461149272924,True
3543.0,1304,0.3796128355849119,True
3543.0,1304,0.4302030184126122,True
3543.0,1302,0.453421501457885,True
3543.0,1302,0.44475572077024855,True
3548.0,1304,2.2802549777698347,False
3548.0,1304,0.7991230465803782,False
3548.0,1302,0.5721040770882893,False
3548.0,1302,0.4985624157155958,True
3562.0,1304,0.642749513182556,False
3562.0,1304,0.47148343981384183,True
3562.0,1302,0.29405529381097983,True
3562.0,1302,0.8535066546216382,False
3578.0,1304,0.08545009616784094,True
3578.0,1304,0.3877082568755567,True
3578.0,1302,0.25752486199485874,True
3578.0,1302,0.20776616073265292,True
3585.0,1304,0.7862656220950323,False
3585.0,1304,0.14557331813385319,True
3585.0,1302,0.9107612791354089,False
3585.0,1302,0.037661927603045806,True
3587.0,1304,0.030889873417618067,True
3587.0,1304,0.3736894203449071,True
3587.0,1302,0.656023018756417,False
3587.0,1302,0.5483052950512306,False
3607.0,1304,0.7484517968357045,False
3607.0,1304,0.19989092634293693,True
3607.0,1302,0.2236781904374724,True
3607.0,1302,0.09949555305087525,True
3683.0,1304,0.29135969638176396,True
3683.0,1304,0.15749962512630925,True
3683.0,1302,0.3063918965760474,True
3683.0,1302,0.2627212213412104,True
3724.0,1304,0.40132140736990823,True
3724.0,1304,0.793618738382827,False
3724.0,1302,0.6958907459118034,False
3724.0,1302,0.2561875458251221,True
3726.0,1304,0.713230332727279,False
3726.0,1304,0.29441764100922313,True
3726.0,1302,1.131471775476263,False
3726.0,1302,0.7297704713250484,False
3741.0,1304,1.080490426728082,False
3741.0,1304,1.3631720318461618,False
3741.0,1302,0.13962540734280057,True
3741.0,1302,1.4290841794832894,False
3773.0,1304,0.44584073438701677,True
3773.0,1304,0.10185239707555177,True
3773.0,1302,0.05712371195991645,True
3773.0,1302,0.29340627731877345,True
3781.0,1304,0.9334545725442136,False
3781.0,1304,0.011779781394786599,True
3781.0,1302,0.49483203942969844,True
3781.0,1302,0.006366474307780875,True
3795.0,1304,3.9172647094935362,False
3795.0,1304,1.3574542655958548,False
3795.0,1302,1.1574873255188958,False
3795.0,1302,0.8846698797879369,False
3797.0,1304,1.295504435049951,False
3797.0,1304,1.4190371994317892,False
3797.0,1302,0.17075758525854523,True
3797.0,1302,0.17071130905646076,True
3827.0,1304,0.10319305468468264,True
3827.0,1304,0.26477735465926455,True
