event,mu,hard_found,pu_found,transition,hard_ds,pu_ds,hard_dw,pu_dw,hard_hits,combined_hits,pu_events
1388,5,False,False,0->0,,,,,16,1236,"485,520,369,646,173"
1389,5,False,False,0->0,,,,,16,544,"17,560,733,274,597"
1390,5,False,False,0->0,,,,,16,467,"147,376,625,32,108"
1391,5,False,False,0->0,,,,,16,798,"100,383,160,397,352"
1392,5,False,False,0->0,,,,,16,346,"154,457,699,683,705"
1394,5,False,False,0->0,,,,,16,788,"700,666,425,439,906"
1395,5,False,False,0->0,,,,,16,372,"43,787,387,168,98"
1396,5,False,False,0->0,,,,,16,859,"508,814,976,128,397"
1397,5,False,False,0->0,,,,,16,676,"54,742,797,489,365"
1399,5,False,False,0->0,,,,,16,519,"17,442,789,402,42"
1400,5,False,False,0->0,,,,,16,529,"167,928,658,527,560"
1401,5,False,False,0->0,,,,,16,1158,"840,657,654,407,539"
1403,5,False,False,0->0,,,,,16,789,"16,102,81,631,279"
1404,5,False,False,0->0,,,,,16,975,"646,96,384,147,627"
1406,5,False,False,0->0,,,,,16,512,"365,32,981,949,844"
1407,5,False,False,0->0,,,,,16,1310,"982,368,761,691,88"
1408,5,False,False,0->0,,,,,16,489,"269,7,196,730,67"
1409,5,False,False,0->0,,,,,16,451,"681,338,372,625,908"
1410,5,False,False,0->0,,,,,16,546,"714,220,24,434,689"
1411,5,False,False,0->0,,,,,16,475,"865,193,221,120,31"
1412,5,False,False,0->0,,,,,16,2195,"485,512,991,822,567"
1413,5,False,False,0->0,,,,,16,673,"473,721,378,856,37"
1415,5,False,False,0->0,,,,,16,845,"389,794,224,782,835"
1416,5,False,False,0->0,,,,,16,718,"428,930,970,921,270"
1417,5,False,False,0->0,,,,,16,639,"830,817,220,111,634"
1418,5,False,False,0->0,,,,,16,437,"859,40,650,481,134"
1419,5,False,False,0->0,,,,,16,1134,"365,797,653,428,938"
1420,5,False,False,0->0,,,,,16,549,"190,618,828,121,543"
1423,5,False,False,0->0,,,,,16,614,"769,335,410,897,200"
1424,5,False,False,0->0,,,,,16,1519,"874,588,88,346,33"
1429,5,False,False,0->0,,,,,16,1189,"120,622,586,800,174"
1430,5,False,False,0->0,,,,,16,979,"632,110,209,797,374"
1431,5,False,False,0->0,,,,,16,452,"594,969,94,954,666"
1432,5,False,False,0->0,,,,,16,906,"977,527,379,880,790"
1433,5,False,False,0->0,,,,,16,304,"695,705,344,860,929"
1434,5,False,False,0->0,,,,,16,606,"791,605,252,212,131"
1435,5,False,False,0->0,,,,,16,818,"360,737,3,389,920"
1436,5,False,False,0->0,,,,,16,893,"797,274,273,425,685"
1437,5,False,False,0->0,,,,,16,1102,"344,840,897,582,426"
1438,5,False,False,0->0,,,,,16,896,"732,902,264,553,442"
1439,5,False,False,0->0,,,,,16,492,"568,705,746,279,675"
1440,5,False,False,0->0,,,,,16,430,"472,342,148,225,131"
1443,5,False,False,0->0,,,,,16,596,"316,857,322,744,37"
1444,5,False,False,0->0,,,,,16,355,"798,152,616,130,757"
1446,5,False,False,0->0,,,,,16,965,"625,569,413,415,678"
1447,5,False,False,0->0,,,,,16,1378,"718,316,748,165,417"
1449,5,False,False,0->0,,,,,16,1323,"857,850,827,36,141"
1450,5,False,False,0->0,,,,,16,910,"720,878,161,111,36"
1451,5,False,False,0->0,,,,,16,487,"17,266,979,935,176"
1452,5,False,False,0->0,,,,,16,973,"856,33,917,87,15"
1453,5,False,False,0->0,,,,,16,448,"957,982,921,555,733"
1454,5,False,False,0->0,,,,,16,1191,"536,523,542,1,833"
1455,5,False,False,0->0,,,,,16,381,"221,547,193,958,18"
1456,5,False,False,0->0,,,,,16,834,"928,444,852,786,686"
1458,5,False,False,0->0,,,,,16,1099,"247,496,544,48,218"
1459,5,False,False,0->0,,,,,16,381,"853,34,501,159,985"
1460,5,False,False,0->0,,,,,16,628,"331,100,835,805,199"
1461,5,False,False,0->0,,,,,16,915,"78,731,840,172,757"
1462,5,False,False,0->0,,,,,16,884,"685,507,619,46,843"
1463,5,False,False,0->0,,,,,16,987,"181,146,981,800,409"
1465,5,False,False,0->0,,,,,16,1402,"639,369,693,893,659"
1466,5,False,False,0->0,,,,,16,308,"323,137,315,133,943"
1467,5,False,False,0->0,,,,,16,1009,"323,658,681,723,109"
1468,5,False,False,0->0,,,,,16,519,"135,773,553,137,560"
1470,5,False,False,0->0,,,,,16,1688,"808,9,454,117,626"
1473,5,False,False,0->0,,,,,16,1037,"558,3,695,250,81"
1474,5,False,False,0->0,,,,,16,820,"350,63,606,410,597"
1476,5,False,False,0->0,,,,,16,1232,"761,741,767,17,590"
1477,5,False,False,0->0,,,,,16,746,"451,446,273,434,280"
1478,5,False,False,0->0,,,,,16,678,"699,683,116,147,913"
1479,5,False,False,0->0,,,,,16,870,"716,928,77,134,183"
1480,5,False,False,0->0,,,,,16,470,"235,729,969,267,494"
1481,5,False,False,0->0,,,,,16,1121,"609,402,400,163,246"
1483,5,False,False,0->0,,,,,16,758,"302,640,99,729,859"
1485,5,False,False,0->0,,,,,16,1306,"2,764,165,983,137"
1486,5,False,False,0->0,,,,,16,1108,"775,624,879,444,445"
1487,5,False,False,0->0,,,,,16,783,"673,204,135,5,541"
1488,5,False,False,0->0,,,,,16,436,"699,721,672,850,617"
1489,5,False,False,0->0,,,,,16,497,"555,261,206,729,702"
1490,5,False,False,0->0,,,,,16,1095,"588,765,723,891,887"
1494,5,False,False,0->0,,,,,16,207,"805,568,752,33,921"
1495,5,False,False,0->0,,,,,16,574,"602,201,125,93,245"
1497,5,False,False,0->0,,,,,16,307,"223,167,902,563,849"
1498,5,False,False,0->0,,,,,16,427,"327,944,589,654,963"
1500,5,False,False,0->0,,,,,16,1078,"180,253,877,273,288"
1501,5,False,False,0->0,,,,,16,544,"164,870,857,132,862"
1502,5,False,False,0->0,,,,,16,294,"128,633,283,993,220"
1503,5,False,False,0->0,,,,,16,944,"795,136,402,412,655"
1504,5,False,False,0->0,,,,,16,714,"8,251,934,81,265"
1506,5,False,False,0->0,,,,,16,926,"862,194,709,134,424"
1507,5,False,False,0->0,,,,,16,1197,"667,597,130,590,245"
1510,5,False,False,0->0,,,,,16,325,"622,20,139,963,597"
1511,5,False,False,0->0,,,,,16,652,"962,553,781,277,456"
1512,5,False,False,0->0,,,,,16,747,"545,76,424,886,231"
1513,5,False,False,0->0,,,,,16,1196,"228,896,686,493,263"
1514,5,False,False,0->0,,,,,16,637,"374,469,394,267,518"
1515,5,False,False,0->0,,,,,16,960,"877,871,139,486,362"
1518,5,False,False,0->0,,,,,16,445,"790,595,248,34,501"
1519,5,False,False,0->0,,,,,16,439,"233,477,278,524,565"
1520,5,False,False,0->0,,,,,16,371,"537,759,913,692,854"
1523,5,False,False,0->0,,,,,16,445,"999,2,738,469,850"
1524,5,False,False,0->0,,,,,16,1320,"264,790,5,829,285"
1525,5,False,False,0->0,,,,,16,592,"148,418,246,743,416"
1530,5,False,False,0->0,,,,,16,758,"609,662,826,591,479"
1531,5,False,False,0->0,,,,,16,407,"409,96,56,795,438"
1532,5,False,False,0->0,,,,,16,948,"368,961,257,707,42"
1533,5,False,False,0->0,,,,,16,690,"420,67,632,524,930"
1534,5,False,False,0->0,,,,,16,609,"242,491,113,638,795"
1535,5,False,False,0->0,,,,,16,882,"507,770,74,363,64"
1536,5,False,False,0->0,,,,,16,394,"394,76,994,862,720"
1537,5,False,False,0->0,,,,,16,489,"673,778,390,347,6"
1538,5,False,False,0->0,,,,,16,1540,"887,398,9,474,3"
1540,5,False,False,0->0,,,,,16,1109,"330,378,16,417,808"
1541,5,False,False,0->0,,,,,16,1039,"27,941,601,91,734"
1543,5,False,False,0->0,,,,,16,1034,"607,750,93,690,86"
1545,5,False,False,0->0,,,,,16,1393,"874,504,847,373,972"
1546,5,False,False,0->0,,,,,16,835,"693,465,249,385,298"
1547,5,False,False,0->0,,,,,16,1491,"289,619,953,157,257"
1548,5,False,False,0->0,,,,,16,899,"238,955,233,352,248"
1549,5,False,False,0->0,,,,,16,777,"221,120,208,159,271"
1550,5,False,False,0->0,,,,,16,1108,"485,592,581,514,171"
1551,5,False,False,0->0,,,,,16,869,"844,949,73,680,539"
1552,5,False,False,0->0,,,,,16,769,"832,702,530,54,678"
1553,5,False,False,0->0,,,,,16,1453,"267,817,876,717,304"
1554,5,False,False,0->0,,,,,16,433,"616,168,279,384,204"
1555,5,False,False,0->0,,,,,16,363,"633,303,142,217,205"
1557,5,False,False,0->0,,,,,16,802,"610,748,926,585,490"
1559,5,False,False,0->0,,,,,16,810,"73,250,769,574,55"
1560,5,False,False,0->0,,,,,16,1572,"366,46,19,479,408"
1561,5,False,False,0->0,,,,,16,669,"418,218,806,535,387"
1562,5,False,False,0->0,,,,,16,1056,"178,248,19,143,718"
1563,5,False,False,0->0,,,,,16,556,"789,715,553,571,17"
1564,5,False,False,0->0,,,,,16,796,"33,50,493,14,223"
1565,5,False,False,0->0,,,,,16,1985,"917,474,485,84,527"
1567,5,False,False,0->0,,,,,16,868,"616,251,259,600,309"
1571,5,False,False,0->0,,,,,16,1058,"662,326,543,754,392"
1572,5,False,False,0->0,,,,,16,435,"709,122,727,387,648"
1574,5,False,False,0->0,,,,,16,900,"971,376,371,765,746"
1575,5,False,False,0->0,,,,,16,456,"33,17,692,434,251"
1576,5,False,False,0->0,,,,,16,568,"589,884,108,927,879"
1577,5,False,False,0->0,,,,,16,916,"725,813,847,264,195"
1578,5,False,False,0->0,,,,,16,590,"54,397,154,615,631"
1579,5,False,False,0->0,,,,,16,832,"359,588,549,607,206"
1581,5,False,False,0->0,,,,,16,452,"723,337,102,890,442"
1582,5,False,False,0->0,,,,,16,1127,"389,64,473,165,563"
1584,5,False,False,0->0,,,,,16,544,"76,385,68,960,251"
1585,5,False,False,0->0,,,,,16,1185,"358,11,186,917,73"
1586,5,False,False,0->0,,,,,16,770,"437,830,528,424,947"
1587,5,False,False,0->0,,,,,16,724,"719,147,54,599,357"
1588,5,False,False,0->0,,,,,16,417,"195,884,930,721,613"
1589,5,False,False,0->0,,,,,16,390,"806,231,362,456,305"
1590,5,False,False,0->0,,,,,16,798,"797,86,186,309,103"
1591,5,False,False,0->0,,,,,16,705,"668,455,12,944,44"
1592,5,False,False,0->0,,,,,16,625,"16,208,175,137,20"
1593,5,False,False,0->0,,,,,16,342,"459,121,905,909,921"
1594,5,False,False,0->0,,,,,16,1102,"548,24,488,33,513"
1595,5,False,False,0->0,,,,,16,1183,"513,252,504,304,156"
1596,5,False,False,0->0,,,,,16,849,"444,633,445,661,278"
1597,5,False,False,0->0,,,,,16,580,"288,271,372,112,982"
1599,5,False,False,0->0,,,,,16,1230,"294,38,591,826,199"
1601,5,False,False,0->0,,,,,16,878,"808,86,796,768,12"
1602,5,False,False,0->0,,,,,16,711,"368,531,53,852,472"
1603,5,False,False,0->0,,,,,16,1054,"995,768,490,973,409"
1605,5,False,False,0->0,,,,,16,338,"280,65,662,620,16"
1606,5,False,False,0->0,,,,,16,751,"512,531,358,2,159"
1607,5,False,False,0->0,,,,,16,478,"690,865,225,732,414"
1609,5,False,False,0->0,,,,,16,887,"98,374,710,335,557"
1610,5,False,False,0->0,,,,,16,782,"239,29,592,877,9"
1611,5,False,False,0->0,,,,,16,758,"461,662,951,976,739"
1612,5,False,False,0->0,,,,,16,564,"331,634,890,956,695"
1613,5,False,False,0->0,,,,,16,732,"32,445,510,47,291"
1614,5,False,False,0->0,,,,,16,640,"232,130,513,231,460"
1615,5,False,False,0->0,,,,,16,625,"176,829,32,774,758"
1616,5,False,False,0->0,,,,,16,573,"414,503,413,947,134"
1617,5,False,False,0->0,,,,,16,880,"441,974,697,90,243"
1618,5,False,False,0->0,,,,,16,422,"537,102,347,778,913"
1620,5,False,False,0->0,,,,,16,1034,"545,876,226,968,944"
1621,5,False,False,0->0,,,,,16,336,"42,929,672,794,568"
1622,5,False,False,0->0,,,,,16,616,"397,745,83,570,872"
1623,5,False,False,0->0,,,,,16,623,"270,492,379,684,957"
1624,5,False,False,0->0,,,,,16,947,"448,599,859,609,160"
1625,5,False,False,0->0,,,,,16,702,"188,120,961,352,322"
1626,5,False,False,0->0,,,,,16,640,"408,851,317,947,739"
1627,5,False,False,0->0,,,,,16,429,"909,603,924,712,979"
1629,5,False,False,0->0,,,,,16,1045,"92,845,771,443,906"
1630,5,False,False,0->0,,,,,16,845,"81,708,674,34,302"
1631,5,False,False,0->0,,,,,16,782,"782,584,40,245,356"
1633,5,False,False,0->0,,,,,16,529,"959,935,17,358,761"
1634,5,False,False,0->0,,,,,16,1001,"585,783,447,838,163"
1635,5,False,False,0->0,,,,,16,489,"806,131,379,398,305"
1636,5,False,False,0->0,,,,,16,1438,"833,590,294,666,532"
1637,5,False,False,0->0,,,,,16,597,"233,220,109,910,914"
1640,5,False,False,0->0,,,,,16,483,"943,758,679,696,402"
1641,5,False,False,0->0,,,,,16,562,"50,675,414,920,116"
1642,5,False,False,0->0,,,,,16,1070,"482,486,556,793,97"
1645,5,False,False,0->0,,,,,16,766,"595,733,285,444,999"
1646,5,False,False,0->0,,,,,16,456,"724,612,41,193,346"
1647,5,False,False,0->0,,,,,16,1024,"310,534,269,631,163"
1648,5,False,False,0->0,,,,,16,590,"589,268,980,278,391"
1650,5,False,False,0->0,,,,,16,380,"958,415,527,99,953"
1651,5,False,False,0->0,,,,,16,1220,"942,594,162,877,486"
1654,5,False,False,0->0,,,,,16,453,"714,270,910,103,236"
1655,5,False,False,0->0,,,,,16,925,"445,177,147,505,660"
1656,5,False,False,0->0,,,,,16,1739,"395,880,879,280,376"
1657,5,False,False,0->0,,,,,16,663,"806,542,203,496,383"
1658,5,False,False,0->0,,,,,16,417,"474,254,587,152,565"
1659,5,False,False,0->0,,,,,16,517,"265,676,817,756,715"
1660,5,False,False,0->0,,,,,16,547,"719,489,155,954,506"
1663,5,False,False,0->0,,,,,16,1144,"519,278,574,290,827"
1665,5,False,False,0->0,,,,,16,477,"70,719,531,7,610"
1667,5,False,False,0->0,,,,,16,609,"582,81,506,884,768"
1668,5,False,False,0->0,,,,,16,1318,"116,17,863,272,748"
1671,5,False,False,0->0,,,,,16,1023,"225,297,438,834,210"
1672,5,False,False,0->0,,,,,16,378,"796,445,340,622,615"
1673,5,False,False,0->0,,,,,16,307,"823,522,23,420,48"
1674,5,False,False,0->0,,,,,16,471,"654,754,723,560,33"
1676,5,False,False,0->0,,,,,16,365,"537,196,239,613,33"
1677,5,False,False,0->0,,,,,16,642,"76,51,753,675,648"
1679,5,False,False,0->0,,,,,16,544,"961,266,92,507,960"
1680,5,False,False,0->0,,,,,16,488,"491,49,247,447,179"
1682,5,False,False,0->0,,,,,16,1109,"543,487,772,703,726"
1685,5,False,False,0->0,,,,,16,1341,"764,238,872,448,789"
1686,5,False,False,0->0,,,,,16,696,"834,704,877,365,828"
1687,5,False,False,0->0,,,,,16,467,"653,169,344,134,80"
1688,5,False,False,0->0,,,,,16,553,"205,992,245,494,233"
1689,5,False,False,0->0,,,,,16,849,"298,267,616,177,313"
1690,5,False,False,0->0,,,,,16,953,"50,624,690,830,24"
1691,5,False,False,0->0,,,,,16,561,"687,95,226,553,12"
1692,5,False,False,0->0,,,,,16,834,"56,463,110,429,748"
1693,5,False,False,0->0,,,,,16,1070,"196,949,800,37,492"
1694,5,False,False,0->0,,,,,16,1207,"140,104,908,329,911"
1695,5,False,False,0->0,,,,,16,524,"152,560,265,379,102"
1696,5,False,False,0->0,,,,,16,533,"417,201,694,396,752"
1698,5,False,False,0->0,,,,,16,672,"159,948,620,263,741"
1700,5,False,False,0->0,,,,,16,405,"783,45,687,804,792"
1701,5,False,False,0->0,,,,,16,663,"143,742,454,157,110"
1702,5,False,False,0->0,,,,,16,316,"268,124,763,780,595"
1703,5,False,False,0->0,,,,,16,419,"625,696,899,282,382"
1704,5,False,False,0->0,,,,,16,456,"93,277,731,913,670"
1705,5,False,False,0->0,,,,,16,859,"899,396,81,239,421"
1706,5,False,False,0->0,,,,,16,874,"460,512,209,730,944"
1707,5,False,False,0->0,,,,,16,1216,"751,333,800,364,520"
1708,5,False,False,0->0,,,,,16,1084,"519,649,845,436,468"
1709,5,False,False,0->0,,,,,16,999,"12,860,42,917,421"
1710,5,False,False,0->0,,,,,16,913,"419,152,76,82,770"
1711,5,False,False,0->0,,,,,16,492,"805,911,650,985,379"
1712,5,False,False,0->0,,,,,16,472,"742,990,779,226,811"
1713,5,False,False,0->0,,,,,16,720,"564,592,717,908,196"
1714,5,False,False,0->0,,,,,16,261,"715,402,654,731,768"
1715,5,False,False,0->0,,,,,16,971,"507,964,29,37,196"
1716,5,False,False,0->0,,,,,16,802,"287,821,19,898,768"
1718,5,False,False,0->0,,,,,16,1028,"994,25,114,18,627"
1720,5,False,False,0->0,,,,,16,621,"515,537,510,414,826"
1721,5,False,False,0->0,,,,,16,1147,"961,41,443,455,764"
1722,5,False,False,0->0,,,,,16,344,"398,316,694,758,56"
1723,5,False,False,0->0,,,,,16,787,"23,691,324,16,272"
1724,5,False,False,0->0,,,,,16,508,"806,76,1,884,42"
1726,5,False,False,0->0,,,,,16,546,"179,67,192,669,391"
1727,5,False,False,0->0,,,,,16,683,"570,568,157,279,586"
1728,5,False,False,0->0,,,,,16,459,"422,625,873,548,391"
1730,5,False,False,0->0,,,,,16,389,"344,696,15,452,947"
1731,5,False,False,0->0,,,,,16,629,"329,301,769,195,838"
1732,5,False,False,0->0,,,,,16,791,"569,686,74,708,753"
1733,5,False,False,0->0,,,,,16,886,"883,2,162,394,524"
1734,5,False,False,0->0,,,,,16,1352,"38,905,793,629,776"
1735,5,False,False,0->0,,,,,16,1012,"366,271,101,543,920"
1737,5,False,False,0->0,,,,,16,1886,"222,678,800,634,578"
1739,5,False,False,0->0,,,,,16,881,"27,706,316,775,100"
1740,5,False,False,0->0,,,,,16,1186,"940,937,431,663,620"
1741,5,False,False,0->0,,,,,16,548,"708,930,674,803,908"
1744,5,False,False,0->0,,,,,16,1343,"660,572,840,3,347"
1745,5,False,False,0->0,,,,,16,586,"142,279,528,1,563"
1746,5,False,False,0->0,,,,,16,886,"362,594,797,855,948"
1747,5,False,False,0->0,,,,,16,456,"687,17,589,298,867"
1748,5,False,False,0->0,,,,,16,1027,"694,863,926,648,994"
1749,5,False,False,0->0,,,,,16,852,"929,16,67,368,530"
1750,5,False,False,0->0,,,,,16,774,"229,843,558,247,372"
1751,5,False,False,0->0,,,,,16,723,"309,293,241,729,572"
1752,5,False,False,0->0,,,,,16,902,"535,68,842,391,678"
1753,5,False,False,0->0,,,,,16,890,"829,356,556,533,937"
1755,5,False,False,0->0,,,,,16,238,"2,694,676,560,742"
1756,5,False,False,0->0,,,,,16,671,"778,537,686,119,241"
1757,5,False,False,0->0,,,,,16,296,"175,866,46,867,794"
1758,5,False,False,0->0,,,,,16,897,"611,808,908,920,121"
1759,5,False,False,0->0,,,,,16,1515,"778,652,874,405,724"
1760,5,False,False,0->0,,,,,16,1240,"293,140,431,989,472"
1761,5,False,False,0->0,,,,,16,496,"418,884,681,927,893"
1763,5,False,False,0->0,,,,,16,1338,"589,528,504,471,733"
1765,5,False,False,0->0,,,,,16,1286,"5,263,324,900,245"
1767,5,False,False,0->0,,,,,16,905,"784,790,618,110,964"
1768,5,False,False,0->0,,,,,16,470,"670,102,677,168,279"
1770,5,False,False,0->0,,,,,16,830,"293,512,892,613,433"
1771,5,False,False,0->0,,,,,16,748,"601,908,211,314,255"
1772,5,False,False,0->0,,,,,16,305,"144,441,299,675,546"
1773,5,False,False,0->0,,,,,16,993,"441,857,483,404,822"
1774,5,False,False,0->0,,,,,16,385,"106,895,565,192,595"
1777,5,False,False,0->0,,,,,16,704,"860,861,81,433,857"
1778,5,False,False,0->0,,,,,16,378,"911,53,861,489,830"
1780,5,False,False,0->0,,,,,16,343,"890,235,178,823,838"
1781,5,False,False,0->0,,,,,16,1280,"172,655,20,928,739"
1782,5,False,False,0->0,,,,,16,1352,"917,411,666,974,527"
1783,5,False,False,0->0,,,,,16,935,"635,208,612,436,782"
1784,5,False,False,0->0,,,,,16,458,"17,63,920,528,585"
1785,5,False,False,0->0,,,,,16,1224,"447,454,674,24,485"
1786,5,False,False,0->0,,,,,16,565,"225,233,425,477,684"
1787,5,False,False,0->0,,,,,16,865,"685,381,979,175,293"
1788,5,False,False,0->0,,,,,16,1001,"609,929,835,911,343"
1789,5,False,False,0->0,,,,,16,1016,"823,535,703,674,11"
1791,5,False,False,0->0,,,,,16,425,"128,175,142,726,571"
1792,5,False,False,0->0,,,,,16,654,"672,433,40,79,321"
1794,5,False,False,0->0,,,,,16,1226,"684,404,783,388,802"
1795,5,False,False,0->0,,,,,16,1468,"111,933,370,708,764"
1797,5,False,False,0->0,,,,,16,1026,"674,686,327,471,246"
1800,5,False,False,0->0,,,,,16,366,"128,420,16,116,159"
1801,5,False,False,0->0,,,,,16,724,"726,405,770,498,990"
1802,5,False,False,0->0,,,,,16,1307,"309,782,570,264,436"
1804,5,False,False,0->0,,,,,16,1332,"730,92,431,381,5"
1805,5,False,False,0->0,,,,,16,812,"481,711,172,116,98"
1806,5,False,False,0->0,,,,,16,499,"124,743,218,56,126"
1807,5,False,False,0->0,,,,,16,298,"538,919,175,63,696"
1808,5,False,False,0->0,,,,,16,652,"980,572,836,195,192"
1809,5,False,False,0->0,,,,,16,741,"273,787,335,294,713"
1810,5,False,False,0->0,,,,,16,694,"902,913,746,935,673"
1811,5,False,False,0->0,,,,,16,1814,"700,471,428,887,276"
1812,5,False,False,0->0,,,,,16,776,"990,873,699,848,556"
1815,5,False,False,0->0,,,,,16,406,"346,555,985,225,818"
1816,5,False,False,0->0,,,,,16,734,"558,685,155,760,164"
1817,5,False,False,0->0,,,,,16,970,"477,88,753,977,99"
1818,5,False,False,0->0,,,,,16,585,"93,713,95,503,765"
1820,5,False,False,0->0,,,,,16,469,"68,31,421,737,133"
1821,5,False,False,0->0,,,,,16,765,"915,73,798,759,962"
1822,5,False,False,0->0,,,,,16,884,"453,496,992,497,505"
1823,5,False,False,0->0,,,,,16,847,"133,935,389,395,993"
1825,5,False,False,0->0,,,,,16,947,"718,267,906,291,895"
1828,5,False,False,0->0,,,,,16,1156,"428,553,979,238,627"
1829,5,False,False,0->0,,,,,16,983,"196,731,987,494,755"
1831,5,False,False,0->0,,,,,16,1455,"735,160,18,278,253"
1837,5,False,False,0->0,,,,,16,723,"451,322,962,610,456"
1838,5,False,False,0->0,,,,,16,1156,"428,125,287,953,388"
1839,5,False,False,0->0,,,,,16,346,"630,32,154,378,232"
1840,5,False,False,0->0,,,,,16,539,"477,152,723,331,614"
1841,5,False,False,0->0,,,,,16,269,"46,732,331,263,510"
1842,5,False,False,0->0,,,,,16,284,"798,762,574,34,211"
1843,5,False,False,0->0,,,,,16,1018,"953,225,856,376,174"
1845,5,False,False,0->0,,,,,16,1379,"136,395,837,124,732"
1846,5,False,False,0->0,,,,,16,742,"141,443,739,563,752"
1848,5,False,False,0->0,,,,,16,381,"169,814,868,342,108"
1849,5,False,False,0->0,,,,,16,709,"474,37,833,908,763"
1850,5,False,False,0->0,,,,,16,926,"794,986,270,797,463"
1851,5,False,False,0->0,,,,,16,343,"16,546,587,984,182"
1852,5,False,False,0->0,,,,,16,498,"454,530,584,277,193"
1853,5,False,False,0->0,,,,,16,1259,"350,855,844,851,848"
1854,5,False,False,0->0,,,,,16,867,"238,754,416,691,473"
1855,5,False,False,0->0,,,,,16,1378,"779,949,326,19,268"
1856,5,False,False,0->0,,,,,16,736,"390,445,811,536,979"
1860,5,False,False,0->0,,,,,16,1399,"750,802,740,50,824"
1862,5,False,False,0->0,,,,,16,932,"521,287,566,703,319"
1863,5,False,False,0->0,,,,,16,1401,"944,485,826,619,537"
1866,5,False,False,0->0,,,,,16,899,"672,288,312,119,558"
1867,5,False,False,0->0,,,,,16,651,"176,523,917,589,727"
1868,5,False,False,0->0,,,,,16,1300,"850,302,388,995,433"
1869,5,False,False,0->0,,,,,16,1638,"938,88,350,541,20"
1871,5,False,False,0->0,,,,,16,423,"938,438,271,49,640"
1872,5,False,False,0->0,,,,,16,468,"128,310,591,557,303"
1874,5,False,False,0->0,,,,,16,1501,"512,433,252,395,132"
1875,5,False,False,0->0,,,,,16,841,"935,36,553,241,551"
1876,5,False,False,0->0,,,,,16,710,"374,683,355,459,104"
1878,5,False,False,0->0,,,,,16,633,"580,743,242,585,285"
1879,5,False,False,0->0,,,,,16,756,"840,634,781,734,905"
1880,5,False,False,0->0,,,,,16,670,"568,174,832,865,575"
1881,5,False,False,0->0,,,,,16,1443,"669,5,739,79,717"
1882,5,False,False,0->0,,,,,16,534,"279,280,106,253,727"
1885,5,False,False,0->0,,,,,16,894,"172,635,72,420,730"
1886,5,False,False,0->0,,,,,16,949,"773,992,512,726,957"
1887,5,False,False,0->0,,,,,16,405,"741,913,731,981,100"
1888,5,False,False,0->0,,,,,16,1284,"609,330,113,395,745"
1889,5,False,False,0->0,,,,,16,573,"346,414,114,751,352"
1890,5,False,False,0->0,,,,,16,1037,"824,533,331,481,88"
1891,5,False,False,0->0,,,,,16,892,"459,505,397,515,91"
1892,5,False,False,0->0,,,,,16,696,"589,5,532,979,48"
1893,5,False,False,0->0,,,,,16,1580,"705,197,597,81,84"
1894,5,False,False,0->0,,,,,16,1259,"379,400,844,758,91"
1895,5,False,False,0->0,,,,,16,814,"732,643,721,188,391"
1897,5,False,False,0->0,,,,,16,1252,"155,319,575,143,578"
1898,5,False,False,0->0,,,,,16,663,"467,919,94,956,282"
1899,5,False,False,0->0,,,,,16,613,"731,185,552,823,599"
1900,5,False,False,0->0,,,,,16,1215,"872,205,313,848,726"
1901,5,False,False,0->0,,,,,16,802,"594,340,72,788,272"
1902,5,False,False,0->0,,,,,16,1023,"656,498,910,827,162"
1903,5,False,False,0->0,,,,,16,1066,"200,229,33,772,69"
1904,5,False,False,0->0,,,,,16,1245,"114,908,495,860,19"
1906,5,False,False,0->0,,,,,16,483,"786,322,724,769,78"
1907,5,False,False,0->0,,,,,16,933,"680,196,740,269,716"
1909,5,False,False,0->0,,,,,16,1064,"346,104,411,714,504"
1912,5,False,False,0->0,,,,,16,475,"440,207,132,127,94"
1913,5,False,False,0->0,,,,,16,1208,"987,642,320,301,855"
1914,5,False,False,0->0,,,,,16,1323,"329,197,504,625,780"
1915,5,False,False,0->0,,,,,16,1212,"126,121,614,594,419"
1916,5,False,False,0->0,,,,,16,596,"777,195,687,765,611"
1917,5,False,False,0->0,,,,,16,598,"225,51,742,715,391"
1918,5,False,False,0->0,,,,,16,960,"867,456,548,896,910"
1919,5,False,False,0->0,,,,,16,402,"805,519,448,307,922"
1920,5,False,False,0->0,,,,,16,450,"909,206,58,131,154"
1921,5,False,False,0->0,,,,,16,1669,"84,813,900,837,121"
1922,5,False,False,0->0,,,,,16,689,"492,242,605,119,94"
1923,5,False,False,0->0,,,,,16,674,"533,50,975,803,591"
1924,5,False,False,0->0,,,,,16,1119,"829,703,416,683,214"
1925,5,False,False,0->0,,,,,16,517,"811,494,203,489,241"
1927,5,False,False,0->0,,,,,16,630,"223,679,767,978,90"
1928,5,False,False,0->0,,,,,16,976,"500,125,928,930,677"
1929,5,False,False,0->0,,,,,16,1577,"544,542,604,872,870"
1933,5,False,False,0->0,,,,,16,640,"274,31,162,813,404"
1934,5,False,False,0->0,,,,,16,1484,"488,512,363,656,617"
1935,5,False,False,0->0,,,,,16,2059,"171,302,659,264,899"
1936,5,False,False,0->0,,,,,16,400,"805,641,314,139,639"
1938,5,False,False,0->0,,,,,16,945,"144,305,677,143,197"
1939,5,False,False,0->0,,,,,16,672,"606,595,880,801,984"
1940,5,False,False,0->0,,,,,16,1037,"980,504,335,389,205"
