layer_id,trajectory_step,t,x,y,z,r,phi,particle,charge,event,beamspot_z0
7,20099,0.7072829014778254,-169.17766722075282,409.4238841515529,2.0371667435881995,443.0,1.9626377262753647,-1,-1,5,-21.13539250625634
8,23280,0.5177556704643616,-196.49795737305243,474.9574220371949,3.834855078005819,514.0,1.9630714872839785,-1,-1,5,-21.13539250625634
1,1506,0.1775071129891319,-23.79699837921826,23.222087936692592,55.0,33.25,2.3684210526315788,1,1,6,53.411188862165105
2,2287,0.7530898713283802,-35.07562172182083,36.3311266110443,56.0,50.5,2.338613861386139,1,1,6,53.411188862165105
3,4009,0.4365839190798546,-62.703832917687144,62.45381763696094,58.0,88.5,2.3581920903954803,1,1,6,53.411188862165105
4,5548,0.6075138340788466,-86.87911811448312,86.36126930314127,59.6,122.5,2.3591836734693876,1,1,6,53.411188862165105
5,13546,0.719916658453388,-211.60185015928204,211.24785681556332,69.92700822707121,299.0,2.3570316511390885,1,1,6,53.411188862165105
6,16810,0.6210585081898714,-261.5485857373335,263.122285826953,73.593082727496,371.0,2.353195094846216,1,1,6,53.411188862165105
7,20063,0.8632611879781418,-312.30606976905165,314.1877126582264,74.379941290703,443.0,2.353191049002562,1,1,6,53.411188862165105
8,23260,0.6107448027102677,-363.28566570105716,363.6200284584716,78.37000768655919,514.0,2.355734509294521,1,1,6,53.411188862165105
1,1506,0.1775071129891319,-23.231437756970212,23.787870853525728,55.0,33.25,2.344360902255639,-1,-1,6,53.411188862165105
2,2287,0.7530898713283802,-36.34803959362613,35.05809489547581,56.0,50.5,2.3742574257425746,-1,-1,6,53.411188862165105
3,4009,0.4365839190798546,-62.420916269845286,62.73658591310946,58.0,88.5,2.353672316384181,-1,-1,6,53.411188862165105
4,5548,0.6075138340788466,-86.38420940198648,86.85630872880651,59.6,122.5,2.3534693877551023,-1,-1,6,53.411188862165105
5,13545,0.59505041459937,-211.2857575206217,211.5640060807534,69.7188375113108,299.0,2.3555364585604934,-1,-1,6,53.411188862165105
6,16805,0.2296555296224832,-262.9964561679878,261.67511162332517,72.36576955036436,371.0,2.3587129071073587,-1,-1,6,53.411188862165105
7,20095,0.1391594461115503,-313.66421502490516,312.8318401518779,75.51729993385749,443.0,2.3575231089064967,-1,-1,6,53.411188862165105
8,23318,0.3175625837209725,-363.54319163104975,363.3625569850447,80.6672536313337,514.0,2.356442988216512,-1,-1,6,53.411188862165105
1,1506,0.177468839785292,-30.869577023745588,12.354420843367706,18.5,33.25,2.760902255639098,1,1,7,16.8624705109924
2,2287,0.753073858682149,-46.29647438892688,20.171426800190343,19.200000000000003,50.5,2.730693069306931,1,1,7,16.8624705109924
3,4009,0.4365847522428531,-81.84838652264105,33.661426345898505,21.200000000000003,88.5,2.751412429378531,1,1,7,16.8624705109924
4,5548,0.607671496153586,-113.31272406640569,46.54542474455041,22.8,122.5,2.7518367346938777,1,1,7,16.8624705109924
5,13543,0.00713874979343,-276.5803954158061,113.59702844544984,33.41653178789915,299.0,2.7518794141462557,1,1,7,16.8624705109924
6,16819,0.9014537101615904,-342.4489335248016,142.72255577772566,33.650331623579085,371.0,2.7467132067680633,1,1,7,16.8624705109924
7,20092,0.8104436142163828,-409.32706360637206,169.41179120529068,39.139399789606806,443.0,2.7491793488705034,1,1,7,16.8624705109924
8,23280,0.6297474573312656,-474.46484015927757,197.68438343134537,40.663027872017324,514.0,2.746818235419551,1,1,7,16.8624705109924
1,1506,0.1774718762486803,-30.56342185215839,13.093500093061712,18.5,33.25,2.736842105263158,-1,-1,7,16.8624705109924
2,2287,0.753030809514105,-47.00420033100578,18.462262896044912,19.200000000000003,50.5,2.767326732673267,-1,-1,7,16.8624705109924
3,4009,0.4366485490162276,-81.69540898804975,34.031017473406244,21.200000000000003,88.5,2.746892655367232,-1,-1,7,16.8624705109924
