event,charge,layer_id,trajectory_step,x,y,z,r,phi,photon_pT,weight,beamspot_z0
19.0,-1,1,19,1.178730832855349,-33.22910010252574,-23.249362905697325,33.25,-1.535338345864662,32.639204833608204,0.01,35.000637094302675
19.0,-1,2,54,1.7748489153611209,-50.46880136606814,-53.799362905697336,50.5,-1.535643564356436,32.639204833608204,0.01,35.000637094302675
19.0,-1,3,131,3.314699444255159,-88.43790345544298,-120.19936290569734,88.49999999999999,-1.533333333333334,32.639204833608204,0.01,35.000637094302675
19.0,-1,4,200,4.821304448021115,-122.4050857743235,-179.79936290569734,122.5,-1.5314285714285716,32.639204833608204,0.01,35.000637094302675
19.0,-1,5,556,15.005652317619424,-298.62322481435154,-487.9629055233718,299.00000000000006,-1.5205891078687768,32.639204833608204,0.01,35.000637094302675
19.0,-1,6,702,20.235097798412877,-370.44775720348025,-617.544434476362,371.0,-1.5162272056890305,32.639204833608204,0.01,35.000637094302675
19.0,-1,7,847,26.05496483942911,-442.2331272159698,-740.6013421002206,443.00000000000006,-1.5119475463157577,32.639204833608204,0.01,35.000637094302675
19.0,-1,8,991,32.5722958439405,-512.966904920244,-867.3764235100654,513.9999999999999,-1.5073836110498926,32.639204833608204,0.01,35.000637094302675
21.0,1,1,9,7.854043306491059,-32.30907772963758,7.221381390254722,33.25,-1.3323308270676693,4.803947169665835,0.01,2.971381390254722
21.0,1,2,27,11.668802215148608,-49.13338025073934,9.771381390254723,50.5,-1.3376237623762377,4.803947169665835,0.01,2.971381390254722
