event,n_hard_nu,sum_px,sum_py,met_hard_nu
1730,2,18.753306009200625,1.7188049026927459,18.831908468560506
1738,2,100.69354879949992,-13.69615125379854,101.62074261195005
1741,2,-70.14799754532852,39.25875288762734,80.38651154211882
1743,2,-10.557840803493114,54.64198374396827,55.65262248904356
1746,2,-63.473452009522134,-14.178475434997365,65.03774500754106
1755,2,78.53085741843047,14.29566442373445,79.82143564350295
1762,2,-17.62306056824754,-12.972462016690887,21.882802255803735
1763,2,-2.1101071626435086,-25.95969921985884,26.045316965308352
1764,2,-12.199169930931463,6.594971695630427,13.867710649920152
1768,2,2.643897858424843,0.48990859992913727,2.6889042976774014
1776,2,21.010773773461146,17.781572440871415,27.525205413030445
1788,2,-43.034708160630565,7.170992157620919,43.62807851596611
1789,2,4.449238991761575,0.9151736050977277,4.542385973613332
1791,2,-132.6941281992884,-366.4764074100574,389.7597835164007
1793,2,11.548315417570665,12.36666244921237,16.920340691500854
1796,2,23.03032380951891,67.69725051096695,71.50743696648559
1797,2,116.66024615110652,161.72067873774415,199.40709857834403
1829,2,-25.69649626309477,-14.341411744644603,29.42764025586614
1831,2,-43.834570300885375,-82.42516428613399,93.35618491058554
1841,2,-19.609926537979817,-0.268611352113723,19.61176613371293
1842,2,2.1066336222358615,-8.146285579090954,8.414266097197059
1848,2,-64.55760270021632,-16.008942718736993,66.51293342930215
1871,2,-55.546319498439296,113.87889750226294,126.70357890033574
1872,2,-13.477792002050542,-30.024410544448763,32.91072934154063
1876,2,-34.86952430459791,9.735545090058796,36.203101571958065
1877,2,-72.77429936785916,-59.0770369797059,93.73470513520765
1890,2,12.536573732576803,12.905976647432485,17.992496051865828
1897,2,-36.394571569845404,-25.024410431583625,44.16770264798647
1902,2,-98.08347866284853,-15.475546381142856,99.29683440271582
1903,2,32.604840649976836,-26.63024450151598,42.09804693831893
1909,2,-35.4626136053647,-21.080616195755788,41.25517352910007
1931,2,-200.93644454853268,-172.44019992215263,264.78496425778695
1932,2,11.91425647138005,45.48241002869562,47.01700893596075
1933,2,39.44725222764328,-42.360286300249975,57.883327165518516
1938,2,-23.045594524851207,41.757634811587394,47.694858130219316
1945,2,48.65013165458394,-3.832416569437136,48.800847602987865
1947,2,-26.886579802422126,107.48963931549228,110.80122171549661
1948,2,29.305059317569974,45.438825917983806,54.069153890283246
1951,2,-29.04189002151759,20.89596236231822,35.778102507949505
1957,2,6.784966420137955,-6.448860317601241,9.3607461624772
1959,2,-45.38938124196429,29.397562453969545,54.077838416151764
1960,2,15.688121662786525,12.78179814924691,20.235896946626397
1961,2,22.56801171146984,-43.13412709990591,48.681290793074474
1964,2,-2.9003532714848337,-213.84095535274434,213.8606233865267
1969,2,2.6045502723121103,21.745677176520115,21.901099469808106
1970,2,7.264881001408288,-51.863961734267576,52.37030668936544
1984,2,-15.47539863503637,-79.67240989459034,81.1614493545113
1986,2,5.21888189776929,102.58547647630698,102.71814207886452
2002,2,-38.736394655167345,-0.14541473380251446,38.73666759448577
2006,2,23.50878702755722,-10.729485272682165,25.841534817493834
2008,2,-34.58650784348123,36.05316895855634,49.96055961217207
2011,2,23.377711105724632,-20.596487435885003,31.156583112390383
