event,particle,charge,x,y,z,px,py,pz,E,photon_pT,weight
45.0,positron,1,1.5064702798741478,23.4516640624041,12.146325715483963,4.436602167252238,69.06588533138904,35.77130973866251,77.90613939747224,138.41647236364676,0.01
45.0,electron,-1,1.5064702798741478,23.4516640624041,12.146325715483963,4.436602167252238,69.06588533138904,35.77130973866251,77.90613939747224,138.41647236364676,0.01
46.0,positron,1,13.711004008273216,-19.085553937078057,22.088893873022236,7.379002598354608,-10.271483547649597,11.887824202039452,17.35722955643427,25.29450957153828,0.01
46.0,electron,-1,13.711004008273216,-19.085553937078057,22.088893873022236,7.379002598354608,-10.271483547649597,11.887824202039452,17.35722955643427,25.29450957153828,0.01
47.0,positron,1,22.824132303812455,5.59544319764437,41.77747865959998,11.347055125155999,2.781783840376021,20.76974261410698,23.83015294965934,23.36612773635428,0.01
47.0,electron,-1,22.824132303812455,5.59544319764437,41.77747865959998,11.347055125155999,2.781783840376021,20.76974261410698,23.83015294965934,23.36612773635428,0.01
48.0,positron,1,19.27512658775042,-13.443195119695199,-32.59416017401411,45.368449994723235,-31.641656036894513,-76.71786326500808,94.5786508448356,110.62532534064424,0.01
48.0,electron,-1,19.27512658775042,-13.443195119695199,-32.59416017401411,45.368449994723235,-31.641656036894513,-76.71786326500808,94.5786508448356,110.62532534064424,0.01
49.0,positron,1,20.777175430654747,-10.979935387960928,-42.396242645531245,2.866154915060129,-1.514652262733248,-5.848446514981462,6.686803579642899,6.483522337164046,0.01
49.0,electron,-1,20.777175430654747,-10.979935387960928,-42.396242645531245,2.866154915060129,-1.514652262733248,-5.848446514981462,6.686803579642899,6.483522337164046,0.01
50.0,positron,1,-23.311033020947843,2.974178793596528,44.484418773197554,-6.063038664017272,0.7735633595933527,11.570090039590443,13.085328487925079,12.224375339897527,0.01
50.0,electron,-1,-23.311033020947843,2.974178793596528,44.484418773197554,-6.063038664017272,0.7735633595933527,11.570090039590443,13.085328487925079,12.224375339897527,0.01
51.0,positron,1,22.371346628981808,-7.195335294893788,-126.86463722444695,2.776113545160512,-0.8928862488880617,-15.742934193527848,16.010747305820097,5.832341646055059,0.01
51.0,electron,-1,22.371346628981808,-7.195335294893788,-126.86463722444695,2.776113545160512,-0.8928862488880617,-15.742934193527848,16.010747305820097,5.832341646055059,0.01
52.0,positron,1,1.3699168739740955,-23.460036823466435,84.86839836779575,0.021776840830945738,-0.37293174315802685,1.3491078458441788,1.3998729569392292,0.747134033093021,0.01
52.0,electron,-1,1.3699168739740955,-23.460036823466435,84.86839836779575,0.021776840830945738,-0.37293174315802685,1.3491078458441788,1.3998729569392292,0.747134033093021,0.01
53.0,positron,1,-10.460470907411493,21.043491829903083,17.656155353620587,-0.8213595626967092,1.652341792258573,1.3863670353387165,2.3080031382889117,3.6904552183586254,0.01
53.0,electron,-1,-10.460470907411493,21.043491829903083,17.656155353620587,-0.8213595626967092,1.652341792258573,1.3863670353387165,2.3080031382889117,3.6904552183586254,0.01
54.0,positron,1,23.45216347558305,-1.4986755200937758,-53.451674110975006,0.7642563983462147,-0.048838664990076525,-1.741876990758686,1.9027896648199654,1.531630578972803,0.01
54.0,electron,-1,23.45216347558305,-1.4986755200937758,-53.451674110975006,0.7642563983462147,-0.048838664990076525,-1.741876990758686,1.9027896648199654,1.531630578972803,0.01
55.0,positron,1,19.7077831538182,12.800518863002377,-8.021632202890629,113.33390525907457,73.61217549247503,-46.13014548667865,142.79816800165878,270.2837506178115,0.01
55.0,electron,-1,19.7077831538182,12.800518863002377,-8.021632202890629,113.33390525907457,73.61217549247503,-46.13014548667865,142.79816800165878,270.2837506178115,0.01
56.0,positron,1,1.5093322431330969,-23.45148004241606,37.06728264446671,0.8550108277336165,-13.284861205258416,20.99797984166342,24.862295513275217,26.624693858035013,0.01
56.0,electron,-1,1.5093322431330969,-23.45148004241606,37.06728264446671,0.8550108277336165,-13.284861205258416,20.99797984166342,24.862295513275217,26.624693858035013,0.01
57.0,positron,1,22.88117308134913,5.35741714087525,92.2416379198331,3.6834961925890055,0.8624569015917559,14.84940133392169,15.323729835904711,7.566234494891353,0.01
57.0,electron,-1,22.88117308134913,5.35741714087525,92.2416379198331,3.6834961925890055,0.8624569015917559,14.84940133392169,15.323729835904711,7.566234494891353,0.01
58.0,positron,1,-22.354242368681867,7.248299671111049,16.362772424149615,-0.49798230309104424,0.1614693490471794,0.36451117252573334,0.6379083944969415,1.0470123683578538,0.01
58.0,electron,-1,-22.354242368681867,7.248299671111049,16.362772424149615,-0.49798230309104424,0.1614693490471794,0.36451117252573334,0.6379083944969415,1.0470123683578538,0.01
59.0,positron,1,12.032809176828506,-20.185675696246378,-8.746831561071728,0.2125636641764088,-0.3565868224797798,-0.1545157526586248,0.44295890454306075,0.8302709757526806,0.01
59.0,electron,-1,12.032809176828506,-20.185675696246378,-8.746831561071728,0.2125636641764088,-0.3565868224797798,-0.1545157526586248,0.44295890454306075,0.8302709757526806,0.01
60.0,positron,1,-14.565691482656746,-18.441546346010703,-13.943945217678314,-1.802459197997161,-2.2820842303461317,-1.725520023810674,3.3814474633521443,5.816104398938886,0.01
60.0,electron,-1,-14.565691482656746,-18.441546346010703,-13.943945217678314,-1.802459197997161,-2.2820842303461317,-1.725520023810674,3.3814474633521443,5.816104398938886,0.01
61.0,positron,1,14.535077680953485,-18.465684845373268,-100.07314206138062,0.20273062427472752,-0.25755347845635485,-1.3957882447248346,1.4337567172975418,0.6555409988209395,0.01
61.0,electron,-1,14.535077680953485,-18.465684845373268,-100.07314206138062,0.20273062427472752,-0.25755347845635485,-1.3957882447248346,1.4337567172975418,0.6555409988209395,0.01
62.0,positron,1,-17.48757901604332,-15.69823493764956,-84.87765444682937,-6.590452926382367,-5.916112132443054,-31.987400063804934,33.190785097379205,17.71264548716558,0.01
62.0,electron,-1,-17.48757901604332,-15.69823493764956,-84.87765444682937,-6.590452926382367,-5.916112132443054,-31.987400063804934,33.190785097379205,17.71264548716558,0.01
63.0,positron,1,22.80090832320702,5.68933912126081,-37.71767402163962,125.23005723608661,31.24771406873434,-207.15782062657874,244.07652389492253,258.1393954426554,0.01
