trial,event,mode,direct_delta_s,direct_delta_w,found,delta_s,delta_w,accepted_hits,coverage_all8,coverage_7double
13,0,rphi_only,0.05177144877635165,1.6442033290562974,True,0.051771448774979724,1.6442033290562825,16,True,True
13,0,z_only,0.39900311922038684,1.636999278912142,False,,,0,False,False
13,0,full,0.39883702064216947,1.644413688352278,False,,,0,False,False
13,1,pixel_only,0.05107552169102353,0.6186596367175344,True,0.05107552169129842,0.6186596367175348,16,True,True
13,1,rphi_only,0.05105958070271419,0.6179950412323321,True,0.05105958070164822,0.6179950412310274,16,True,True
13,1,z_only,0.6183150025931932,1.3882475486306327,False,0.22088159813747785,1.7912426286290892,10,False,False
13,1,full,0.6177793765448885,1.3881892833632807,False,0.21795267995825124,1.7911611603299293,10,False,False
13,2,pixel_only,0.05175615583230785,0.6784951316863743,True,0.051756155832299144,0.678495131686356,16,True,True
13,2,rphi_only,0.051758717834017635,0.6805177689857884,True,0.05175871783392038,0.6805177689697565,16,True,True
13,2,z_only,0.6627071836596288,0.7080318224583506,False,0.09597157485306451,0.8044066912304422,6,False,False
13,2,full,0.665713290361767,0.7071523495434169,False,0.09172630811953203,0.8026756410991958,6,False,False
13,3,pixel_only,0.0511242567672788,0.6017030450073345,True,0.05112425676700084,0.6017030450073345,16,True,True
13,3,rphi_only,0.0511247805496757,0.6067501966104784,True,0.0511247805497523,0.6067501966104784,16,True,True
13,3,z_only,0.5183869734530464,0.6089693668980954,False,0.2316231990291553,0.6466539724166607,11,False,False
13,3,full,0.5129465568187417,0.618509729958076,False,0.24328557976834803,0.6496629093092829,11,False,False
13,4,pixel_only,0.0517774801522213,1.6336562455597636,True,0.05177748015169912,1.6336562455642183,16,True,True
13,4,rphi_only,0.05177728718187712,1.6268127887769974,True,0.05177728718127466,1.6268127887814696,16,True,True
13,4,z_only,0.8619177415812718,1.6724578088961766,False,,,0,False,False
13,4,full,0.86210370044835,1.6656780575984556,False,,,0,False,False
13,5,pixel_only,0.05176988682075039,0.7806915179459026,True,0.05176988682035931,0.780691517936578,16,True,True
13,5,rphi_only,0.05176994800098401,0.7847173295116727,True,0.05176994800022953,0.784717329474584,16,True,True
13,5,z_only,0.5223485466977585,0.7811309131900233,False,,,0,False,False
13,5,full,0.5220648839817001,0.7853425097460796,False,,,0,False,False
13,6,pixel_only,0.051748793439293055,0.6887890978247417,True,0.05174879343980716,0.6887890978352873,16,True,True
13,6,rphi_only,0.05175033247167504,0.6940389899188566,True,0.051750332471942724,0.694038989903158,16,True,True
13,6,z_only,0.6824077761040689,0.9162025949392671,False,0.3349792186371739,1.0755752981123228,8,False,False
13,6,full,0.6876192634762519,0.9162683459301408,False,0.34433697100506777,1.0763147435085063,8,False,False
13,7,pixel_only,0.05161407287966216,0.681303434622067,True,0.05161407287911056,0.6813034346181039,16,True,True
13,7,rphi_only,0.05161439475940465,0.6807598687188692,True,0.05161439475870869,0.6807598687202223,16,True,True
13,7,z_only,0.5853111929745395,0.856580404329797,False,0.308684122522896,1.0256784741236435,10,False,False
